SN	Pad-value	Protein name (Annotation)
233	0.258028	>gi|21241007|ref|NP_640589.1| 3-oxoacyl-[ACP] synthase III [Xanthomonas axonopodis pv. citri str. 306]
234	0.152105	>gi|21241008|ref|NP_640590.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
235	0.087748	>gi|21241009|ref|NP_640591.1| haloalkane dehalogenase [Xanthomonas axonopodis pv. citri str. 306]
236	0.484600	>gi|21241010|ref|NP_640592.1| ferredoxin [Xanthomonas axonopodis pv. citri str. 306]
237	0.185174	>gi|21241011|ref|NP_640593.1| AMP-ligase [Xanthomonas axonopodis pv. citri str. 306]
238	0.149544	>gi|21241012|ref|NP_640594.1| NAD(P)H steroid dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
239	0.244997	>gi|21241013|ref|NP_640595.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
240	0.418599	>gi|21241014|ref|NP_640596.1| D-alanine-D-alanine ligase [Xanthomonas axonopodis pv. citri str. 306]
241	0.107540	>gi|21241015|ref|NP_640597.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
242	0.186989	>gi|21241016|ref|NP_640598.1| ubiquinone biosynthesis protein [Xanthomonas axonopodis pv. citri str. 306]
243	0.449979	>gi|21241017|ref|NP_640599.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
244	0.207673	>gi|21241018|ref|NP_640600.1| pseudouridylate synthase [Xanthomonas axonopodis pv. citri str. 306]
245	0.350301	>gi|21241019|ref|NP_640601.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
246	0.141599	>gi|21241020|ref|NP_640602.1| peptidyl-tRNA hydrolase [Xanthomonas axonopodis pv. citri str. 306]
247	0.226229	>gi|21241021|ref|NP_640603.1| acyltransferase [Xanthomonas axonopodis pv. citri str. 306]
248	0.522143	>gi|21241022|ref|NP_640604.1| asparaginase [Xanthomonas axonopodis pv. citri str. 306]
249	0.339341	>gi|21241023|ref|NP_640605.1| peptidyl-dipeptidase [Xanthomonas axonopodis pv. citri str. 306]
250	0.346650	>gi|21241024|ref|NP_640606.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
251	0.391128	>gi|21241025|ref|NP_640607.1| transcriptional regulator tetR family [Xanthomonas axonopodis pv. citri str. 306]
252	0.514131	>gi|21241026|ref|NP_640608.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
253	0.326145	>gi|21241027|ref|NP_640609.1| transcriptional regulator araC family [Xanthomonas axonopodis pv. citri str. 306]
254	0.260594	>gi|21241028|ref|NP_640610.1| Na+/H+-exchanging protein [Xanthomonas axonopodis pv. citri str. 306]
255	0.076740	>gi|21241029|ref|NP_640611.1| transcriptional regulator [Xanthomonas axonopodis pv. citri str. 306]
256	0.128457	>gi|21241030|ref|NP_640612.1| malate synthase [Xanthomonas axonopodis pv. citri str. 306]
257	0.514750	>gi|21241031|ref|NP_640613.1| isocitrate lyase [Xanthomonas axonopodis pv. citri str. 306]
258	0.174525	>gi|21241032|ref|NP_640614.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
259	0.137542	>gi|21241033|ref|NP_640615.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
260	0.155084	>gi|21241034|ref|NP_640616.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
261	0.231092	>gi|21241035|ref|NP_640617.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
262	0.352803	>gi|21241036|ref|NP_640618.1| dipeptidyl anminopeptidase [Xanthomonas axonopodis pv. citri str. 306]
263	0.208502	>gi|21241037|ref|NP_640619.1| biotin carboxylase [Xanthomonas axonopodis pv. citri str. 306]
264	0.144706	>gi|21241038|ref|NP_640620.1| acyl-CoA carboxyltransferase beta chain [Xanthomonas axonopodis pv. citri str. 306]
265	0.315345	>gi|21241039|ref|NP_640621.1| acyl-CoA dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
266	0.223683	>gi|21241040|ref|NP_640622.1| transcriptional regulator acrR family [Xanthomonas axonopodis pv. citri str. 306]
267	0.185789	>gi|21241041|ref|NP_640623.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
268	0.153308	>gi|21241042|ref|NP_640624.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
269	0.486510	>gi|21241043|ref|NP_640625.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
270	0.308313	>gi|21241044|ref|NP_640626.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
271	0.629156	>gi|21241045|ref|NP_640627.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
272	0.390047	>gi|21241046|ref|NP_640628.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
273	0.719085	>gi|21241047|ref|NP_640629.1| cytochrome C5 [Xanthomonas axonopodis pv. citri str. 306]
274	0.376680	>gi|21241048|ref|NP_640630.1| nuclease [Xanthomonas axonopodis pv. citri str. 306]
275	0.178848	>gi|21241049|ref|NP_640631.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
276	0.212527	>gi|21241050|ref|NP_640632.1| nitrile hydratase activator [Xanthomonas axonopodis pv. citri str. 306]
277	0.143744	>gi|21241051|ref|NP_640633.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
278	0.214420	>gi|21241052|ref|NP_640634.1| integral membrane protein [Xanthomonas axonopodis pv. citri str. 306]
279	0.218437	>gi|21241053|ref|NP_640635.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
280	0.112117	>gi|21241054|ref|NP_640636.1| ATPase [Xanthomonas axonopodis pv. citri str. 306]
281	0.300438	>gi|21241055|ref|NP_640637.1| transcriptional regulator marR family [Xanthomonas axonopodis pv. citri str. 306]
282	0.582855	>gi|21241056|ref|NP_640638.1| organic hydroperoxide resistance protein [Xanthomonas axonopodis pv. citri str. 306]
283	0.285020	>gi|21241057|ref|NP_640639.1| hydrolase [Xanthomonas axonopodis pv. citri str. 306]
284	0.461063	>gi|21241058|ref|NP_640640.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
285	0.146218	>gi|21241059|ref|NP_640641.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
286	0.259952	>gi|21241060|ref|NP_640642.1| avirulence protein [Xanthomonas axonopodis pv. citri str. 306]
287	0.121254	>gi|21241061|ref|NP_640643.1| quinone oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
288	0.458685	>gi|21241062|ref|NP_640644.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
289	0.431652	>gi|21241063|ref|NP_640645.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
290	0.299637	>gi|21241064|ref|NP_640646.1| pseudouridylate synthase [Xanthomonas axonopodis pv. citri str. 306]
291	0.905484	>gi|21241065|ref|NP_640647.1| Oar protein [Xanthomonas axonopodis pv. citri str. 306]
292	0.331982	>gi|21241066|ref|NP_640648.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
293	0.196977	>gi|21241067|ref|NP_640649.1| ATP-dependent RNA helicase [Xanthomonas axonopodis pv. citri str. 306]
294	0.159544	>gi|21241068|ref|NP_640650.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
295	0.552027	>gi|21241069|ref|NP_640651.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
296	0.272392	>gi|21241070|ref|NP_640652.1| monoxygenase [Xanthomonas axonopodis pv. citri str. 306]
297	0.090433	>gi|21241071|ref|NP_640653.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
298	0.456352	>gi|21241072|ref|NP_640654.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
299	0.266312	>gi|21241073|ref|NP_640655.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
300	0.192377	>gi|21241074|ref|NP_640656.1| serine-pyruvate aminotransferase [Xanthomonas axonopodis pv. citri str. 306]
301	0.338171	>gi|21241075|ref|NP_640657.1| N-carbamyl-L-amino acid amidohydrolase [Xanthomonas axonopodis pv. citri str. 306]
302	0.175851	>gi|21241076|ref|NP_640658.1| transcriptional regulator lysR family [Xanthomonas axonopodis pv. citri str. 306]
303	0.233563	>gi|21241077|ref|NP_640659.1| transcriptional regulator [Xanthomonas axonopodis pv. citri str. 306]
304	0.523755	>gi|21241078|ref|NP_640660.1| gas vesicle protein [Xanthomonas axonopodis pv. citri str. 306]
305	0.226265	>gi|21241079|ref|NP_640661.1| gamma-glutamyltranspeptidase [Xanthomonas axonopodis pv. citri str. 306]
306	0.364619	>gi|21241080|ref|NP_640662.1| Glu-tRNAGln amidotransferase A subunit [Xanthomonas axonopodis pv. citri str. 306]
307	0.159074	>gi|21241081|ref|NP_640663.1| nucleoside hydrolase [Xanthomonas axonopodis pv. citri str. 306]
308	0.106565	>gi|21241082|ref|NP_640664.1| adenosine deaminase [Xanthomonas axonopodis pv. citri str. 306]
309	0.274744	>gi|21241083|ref|NP_640665.1| xanthine/uracil permease [Xanthomonas axonopodis pv. citri str. 306]
310	0.105993	>gi|21241084|ref|NP_640666.1| vanillate O-demethylase oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
311	0.227470	>gi|21241085|ref|NP_640667.1| vanillate O-demethylase oxygenase subunit [Xanthomonas axonopodis pv. citri str. 306]
312	0.233882	>gi|21241086|ref|NP_640668.1| transcriptional regulator lysR family [Xanthomonas axonopodis pv. citri str. 306]
313	0.157436	>gi|21241087|ref|NP_640669.1| type V secretory pathway protein [Xanthomonas axonopodis pv. citri str. 306]
314	0.177886	>gi|21241088|ref|NP_640670.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
315	0.174542	>gi|21241089|ref|NP_640671.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
316	0.300652	>gi|21241090|ref|NP_640672.1| transcriptional regulator lysR family [Xanthomonas axonopodis pv. citri str. 306]
317	0.300499	>gi|21241091|ref|NP_640673.1| MFS transporter [Xanthomonas axonopodis pv. citri str. 306]
318	0.253356	>gi|21241092|ref|NP_640674.1| transcriptional regulator merR family [Xanthomonas axonopodis pv. citri str. 306]
319	0.253887	>gi|21241093|ref|NP_640675.1| chloroperoxidase [Xanthomonas axonopodis pv. citri str. 306]
320	0.202317	>gi|21241094|ref|NP_640676.1| SIR2-like regulatory protein [Xanthomonas axonopodis pv. citri str. 306]
321	0.344891	>gi|21241095|ref|NP_640677.1| FMN oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
322	0.355056	>gi|21241096|ref|NP_640678.1| dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
323	0.034671	>gi|21241097|ref|NP_640679.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
324	0.090153	>gi|21241098|ref|NP_640680.1| formyltetrahydrofolate deformylase [Xanthomonas axonopodis pv. citri str. 306]
325	0.213287	>gi|21241099|ref|NP_640681.1| two-component system regulatory protein [Xanthomonas axonopodis pv. citri str. 306]
326	0.200505	>gi|21241100|ref|NP_640682.1| two-component system sensor protein [Xanthomonas axonopodis pv. citri str. 306]
327	0.388135	>gi|21241101|ref|NP_640683.1| acriflavin resistance protein [Xanthomonas axonopodis pv. citri str. 306]
328	0.377833	>gi|21241102|ref|NP_640684.1| multidrug efflux transporter [Xanthomonas axonopodis pv. citri str. 306]
329	0.444977	>gi|21241103|ref|NP_640685.1| outer membrane protein [Xanthomonas axonopodis pv. citri str. 306]
330	0.768820	>gi|21241104|ref|NP_640686.1| conditioned medium factor [Xanthomonas axonopodis pv. citri str. 306]
331	0.260221	>gi|21241105|ref|NP_640687.1| 5,10-methylenetetrahydrofolate reductase [Xanthomonas axonopodis pv. citri str. 306]
332	0.242992	>gi|21241106|ref|NP_640688.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
333	0.145725	>gi|21241107|ref|NP_640689.1| transcriptional regulator metE/metH family [Xanthomonas axonopodis pv. citri str. 306]
334	0.343674	>gi|21241108|ref|NP_640690.1| NADH-dependent FMN reductase [Xanthomonas axonopodis pv. citri str. 306]
335	0.189964	>gi|21241109|ref|NP_640691.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
336	0.248246	>gi|21241110|ref|NP_640692.1| 5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase [Xanthomonas axonopodis pv. citri str. 306]
337	0.384236	>gi|21241111|ref|NP_640693.1| 2-keto-3-deoxy-D-gluconate transport system [Xanthomonas axonopodis pv. citri str. 306]
338	0.311802	>gi|21241112|ref|NP_640694.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
339	0.387997	>gi|21241113|ref|NP_640695.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
340	0.339717	>gi|21241114|ref|NP_640696.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
341	0.595437	>gi|21241115|ref|NP_640697.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
342	0.036812	>gi|21241116|ref|NP_640698.1| ISxac3 transposase [Xanthomonas axonopodis pv. citri str. 306]
343	0.057175	>gi|21241117|ref|NP_640699.1| ISxac3 transposase [Xanthomonas axonopodis pv. citri str. 306]
344	0.115508	>gi|21241118|ref|NP_640700.1| phage-related integrase [Xanthomonas axonopodis pv. citri str. 306]
345	0.150449	>gi|21241119|ref|NP_640701.1| dihydroxy-acid dehydratase [Xanthomonas axonopodis pv. citri str. 306]
346	0.372921	>gi|21241120|ref|NP_640702.1| degenerated cellulase [Xanthomonas axonopodis pv. citri str. 306]
347	0.527667	>gi|21241121|ref|NP_640703.1| proteinase inhibitor [Xanthomonas axonopodis pv. citri str. 306]
348	0.209072	>gi|21241122|ref|NP_640704.1| transferase [Xanthomonas axonopodis pv. citri str. 306]
349	0.313999	>gi|21241123|ref|NP_640705.1| MFS transporter [Xanthomonas axonopodis pv. citri str. 306]
350	0.068316	>gi|21241124|ref|NP_640706.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
351	0.145557	>gi|21241125|ref|NP_640707.1| transcriptional regulator MarR family [Xanthomonas axonopodis pv. citri str. 306]
352	0.792535	>gi|21241126|ref|NP_640708.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
353	0.264225	>gi|21241127|ref|NP_640709.1| 3-alpha-hydroxysteroid dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
354	0.285476	>gi|21241128|ref|NP_640710.1| benzaldehyde dehydrogenase II [Xanthomonas axonopodis pv. citri str. 306]
355	0.232915	>gi|21241129|ref|NP_640711.1| PobR regulator [Xanthomonas axonopodis pv. citri str. 306]
356	0.156935	>gi|21241130|ref|NP_640712.1| P-hydroxybenzoate hydroxylase [Xanthomonas axonopodis pv. citri str. 306]
357	0.761671	>gi|21241131|ref|NP_640713.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
358	0.455812	>gi|21241132|ref|NP_640714.1| glycerol kinase [Xanthomonas axonopodis pv. citri str. 306]
359	0.412092	>gi|21241133|ref|NP_640715.1| glycerol uptake facilitator protein [Xanthomonas axonopodis pv. citri str. 306]
360	0.237591	>gi|21241134|ref|NP_640716.1| glycerol-3-phosphate dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
361	0.176548	>gi|21241135|ref|NP_640717.1| glycerol-3-phosphate regulon repressor [Xanthomonas axonopodis pv. citri str. 306]
362	0.072433	>gi|21241136|ref|NP_640718.1| phenoxybenzoate dioxygenase beta subunit [Xanthomonas axonopodis pv. citri str. 306]
363	0.206753	>gi|21241137|ref|NP_640719.1| vanillate O-demethylase oxygenase subunit [Xanthomonas axonopodis pv. citri str. 306]
364	0.258741	>gi|21241138|ref|NP_640720.1| glutaconate CoA transferase subunit A [Xanthomonas axonopodis pv. citri str. 306]
365	0.543321	>gi|21241139|ref|NP_640721.1| glutaconate CoA transferase subunit B [Xanthomonas axonopodis pv. citri str. 306]
366	0.370116	>gi|21241140|ref|NP_640722.1| beta-ketoadipyl CoA thiolase [Xanthomonas axonopodis pv. citri str. 306]
367	0.111843	>gi|21241141|ref|NP_640723.1| protocatechuate 3,4-dioxygenase beta chain [Xanthomonas axonopodis pv. citri str. 306]
368	0.316618	>gi|21241142|ref|NP_640724.1| protocatechuate 3,4-dioxygenase alpha chain [Xanthomonas axonopodis pv. citri str. 306]
369	0.299438	>gi|21241143|ref|NP_640725.1| 3-carboxy-cis,cis-muconate cycloisomerase [Xanthomonas axonopodis pv. citri str. 306]
370	0.456828	>gi|21241144|ref|NP_640726.1| b-ketoadipate enol-lactone hydrolase [Xanthomonas axonopodis pv. citri str. 306]
371	0.227265	>gi|21241145|ref|NP_640727.1| 4-carboxymuconolactone decarboxylase [Xanthomonas axonopodis pv. citri str. 306]
372	0.237629	>gi|21241146|ref|NP_640728.1| hydrolase [Xanthomonas axonopodis pv. citri str. 306]
373	0.193263	>gi|21241147|ref|NP_640729.1| transcriptional regulator [Xanthomonas axonopodis pv. citri str. 306]
374	0.054545	>gi|21241148|ref|NP_640730.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
375	0.177825	>gi|21241149|ref|NP_640731.1| lipase [Xanthomonas axonopodis pv. citri str. 306]
376	0.240640	>gi|21241150|ref|NP_640732.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
377	0.181199	>gi|21241151|ref|NP_640733.1| glucose inhibited division protein A [Xanthomonas axonopodis pv. citri str. 306]
378	0.548601	>gi|21241152|ref|NP_640734.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
379	0.312388	>gi|21241153|ref|NP_640735.1| threonine dehydratase [Xanthomonas axonopodis pv. citri str. 306]
380	0.151454	>gi|21241154|ref|NP_640736.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
381	0.447038	>gi|21241155|ref|NP_640737.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
382	0.227169	>gi|21241156|ref|NP_640738.1| aspartyl-asparaginyl beta-hydroxylase [Xanthomonas axonopodis pv. citri str. 306]
383	0.269687	>gi|21241157|ref|NP_640739.1| biotin synthesis protein [Xanthomonas axonopodis pv. citri str. 306]
384	0.373393	>gi|21241158|ref|NP_640740.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
385	0.441678	>gi|21241159|ref|NP_640741.1| biotin biosynthesis protein [Xanthomonas axonopodis pv. citri str. 306]
386	0.204496	>gi|21241160|ref|NP_640742.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
387	0.189562	>gi|21241161|ref|NP_640743.1| 8-amino-7-oxononanoate synthase [Xanthomonas axonopodis pv. citri str. 306]
388	0.196925	>gi|21241162|ref|NP_640744.1| biotin synthase [Xanthomonas axonopodis pv. citri str. 306]
389	0.237931	>gi|21241163|ref|NP_640745.1| competence protein F [Xanthomonas axonopodis pv. citri str. 306]
390	0.247064	>gi|21241164|ref|NP_640746.1| hydroxybenzoate octaprenyltransferase [Xanthomonas axonopodis pv. citri str. 306]
391	0.476654	>gi|21241165|ref|NP_640747.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
392	0.114792	>gi|21241166|ref|NP_640748.1| HpaF protein [Xanthomonas axonopodis pv. citri str. 306]
393	0.319653	>gi|21241167|ref|NP_640749.1| HrpF protein [Xanthomonas axonopodis pv. citri str. 306]
